,customer_id,age,gender,city
395,C000396,45,Female,Faro
396,C000397,36,Male,Braga
397,C000398,32,Male,Coimbra
398,C000399,34,Other,Coimbra
399,C000400,41,Other,Coimbra
400,C000401,20,Male,Porto
401,C000402,48,Other,Porto
402,C000403,36,Male,Coimbra
403,C000404,23,Male,Porto
404,C000405,63,Male,Lisbon
405,C000406,35,Female,Faro
406,C000407,45,Female,Lisbon
407,C000408,23,Other,Porto
408,C000409,60,Male,Braga
409,C000410,16,Male,Porto
410,C000411,47,Female,Coimbra
411,C000412,21,Female,Faro
412,C000413,46,Male,Faro
413,C000414,26,Female,Braga
414,C000415,42,Male,Coimbra
415,C000416,66,Male,Braga
416,C000417,47,Other,Porto
417,C000418,65,Female,Coimbra
418,C000419,22,Male,Porto
419,C000420,61,Other,Coimbra
420,C000421,45,Male,Coimbra
421,C000422,52,Female,Braga
422,C000423,51,Female,Faro
423,C000424,32,Female,Lisbon
424,C000425,50,Male,Braga
425,C000426,27,Female,Faro
426,C000427,20,Female,Coimbra
427,C000428,17,Other,Faro
428,C000429,37,Female,Porto
429,C000430,61,Other,Braga
430,C000431,37,Male,Lisbon
431,C000432,42,Male,Porto
432,C000433,22,Female,Braga
433,C000434,30,Other,Lisbon
434,C000435,23,Male,Braga
435,C000436,25,Other,Braga
436,C000437,52,Female,Braga
437,C000438,51,Other,Braga
438,C000439,54,Male,Braga
439,C000440,28,Other,Faro
440,C000441,31,Female,Porto
441,C000442,68,Female,Faro
442,C000443,63,Other,Lisbon
443,C000444,54,Female,Porto
444,C000445,29,Female,Coimbra
445,C000446,21,Other,Braga
446,C000447,50,Male,Braga
447,C000448,34,Female,Faro
448,C000449,32,Other,Coimbra
449,C000450,30,Other,Braga
450,C000451,26,Other,Porto
451,C000452,37,Male,Lisbon
452,C000453,43,Female,Coimbra
453,C000454,48,Female,Coimbra
454,C000455,30,Other,Lisbon
455,C000456,16,Female,Lisbon
456,C000457,54,Other,Lisbon
457,C000458,39,Female,Lisbon
458,C000459,21,Male,Braga
459,C000460,32,Male,Lisbon
460,C000461,62,Other,Braga
461,C000462,47,Female,Braga
462,C000463,36,Female,Lisbon
463,C000464,49,Other,Faro
464,C000465,27,Male,Braga
465,C000466,61,Other,Lisbon
466,C000467,66,Female,Braga
467,C000468,19,Other,Coimbra
468,C000469,59,Male,Porto
469,C000470,45,Other,Faro
470,C000471,41,Female,Coimbra
471,C000472,46,Other,Lisbon
472,C000473,46,Other,Lisbon
473,C000474,17,Other,Coimbra
474,C000475,24,Female,Faro
475,C000476,46,Female,Lisbon
476,C000477,50,Male,Coimbra
477,C000478,43,Other,Braga
478,C000479,30,Female,Coimbra
479,C000480,32,Male,Lisbon
480,C000481,34,Male,Coimbra
481,C000482,64,Female,Coimbra
482,C000483,69,Female,Coimbra
483,C000484,49,Female,Lisbon
484,C000485,63,Male,Porto
485,C000486,58,Other,Coimbra
486,C000487,42,Female,Braga
487,C000488,20,Male,Coimbra
488,C000489,22,Other,Braga
489,C000490,66,Female,Lisbon
490,C000491,28,Male,Braga
491,C000492,35,Male,Faro
492,C000493,22,Female,Braga
493,C000494,45,Other,Braga
494,C000495,26,Male,Braga
495,C000496,64,Male,Faro
496,C000497,21,Other,Coimbra
497,C000498,59,Other,Braga
498,C000499,50,Female,Lisbon
499,C000500,22,Other,Lisbon
500,C000501,25,Other,Coimbra
501,C000502,53,Female,Coimbra
502,C000503,59,Female,Coimbra
503,C000504,29,Female,Porto
504,C000505,30,Male,Porto
505,C000506,61,Female,Coimbra
506,C000507,25,Male,Braga
507,C000508,57,Male,Coimbra
508,C000509,43,Male,Coimbra
509,C000510,59,Female,Braga
510,C000511,53,Male,Braga
511,C000512,44,Other,Porto
512,C000513,29,Other,Faro
513,C000514,55,Female,Porto
514,C000515,23,Male,Faro
515,C000516,36,Female,Faro
516,C000517,27,Female,Braga
517,C000518,42,Female,Porto
518,C000519,65,Other,Porto
519,C000520,32,Female,Braga
520,C000521,48,Female,Lisbon
521,C000522,23,Male,Porto
522,C000523,44,Female,Porto
523,C000524,42,Other,Lisbon
524,C000525,51,Male,Lisbon
525,C000526,42,Female,Lisbon
526,C000527,47,Other,Faro
527,C000528,50,Male,Porto
528,C000529,40,Other,Braga
529,C000530,48,Female,Braga
530,C000531,37,Female,Braga
531,C000532,21,Female,Lisbon
532,C000533,39,Male,Faro
533,C000534,52,Female,Faro
534,C000535,18,Female,Lisbon
535,C000536,43,Female,Lisbon
536,C000537,67,Other,Lisbon
537,C000538,47,Female,Faro
538,C000539,44,Other,Braga
539,C000540,16,Female,Porto
540,C000541,57,Male,Braga
541,C000542,66,Male,Braga
542,C000543,40,Other,Coimbra
543,C000544,62,Female,Faro
544,C000545,67,Other,Porto
545,C000546,24,Unknown,Coimbra
546,C000547,21,Other,Lisbon
547,C000548,17,Other,Faro
548,C000549,56,Female,Braga
549,C000550,21,Other,Porto
550,C000551,60,Male,Braga
551,C000552,26,Other,Faro
552,C000553,33,Female,Porto
553,C000554,56,Male,Coimbra
554,C000555,32,Other,Braga
555,C000556,35,Female,Lisbon
556,C000557,50,Other,Porto
557,C000558,22,Other,Lisbon
558,C000559,49,Male,Coimbra
559,C000560,37,Female,Lisbon
560,C000561,29,Other,Porto
561,C000562,56,Other,Braga
562,C000563,57,Female,Coimbra
563,C000564,40,Female,Coimbra
564,C000565,36,Other,Faro
565,C000566,40,Female,Coimbra
566,C000567,31,Other,Braga
567,C000568,27,Male,Porto
568,C000569,18,Male,Coimbra
569,C000570,17,Female,Lisbon
570,C000571,62,Male,Lisbon
571,C000572,48,Female,Braga
572,C000573,63,Other,Lisbon
573,C000574,45,Male,Faro
574,C000575,31,Female,Coimbra
575,C000576,16,Male,Porto
576,C000577,63,Other,Coimbra
577,C000578,37,Female,Porto
578,C000579,60,Female,Coimbra
579,C000580,56,Other,Lisbon
580,C000581,53,Other,Faro
581,C000582,49,Male,Faro
582,C000583,20,Female,Lisbon
583,C000584,65,Other,Porto
584,C000585,47,Female,Coimbra
585,C000586,35,Female,Faro
586,C000587,47,Female,Porto
587,C000588,62,Female,Coimbra
588,C000589,47,Female,Porto
589,C000590,44,Female,Braga
590,C000591,60,Other,Faro
591,C000592,66,Female,Faro
592,C000593,40,Female,Coimbra
593,C000594,56,Male,Lisbon
594,C000595,26,Other,Coimbra
595,C000596,41,Male,Lisbon
596,C000597,59,Female,Faro
597,C000598,64,Male,Porto
598,C000599,39,Male,Lisbon
599,C000600,50,Other,Braga
600,C000601,67,Female,Braga
601,C000602,34,Other,Porto
602,C000603,52,Female,Faro
603,C000604,44,Male,Porto
604,C000605,56,Female,Porto
605,C000606,19,Other,Faro
606,C000607,25,Male,Coimbra
607,C000608,67,Female,Lisbon
608,C000609,45,Male,Lisbon
609,C000610,48,Other,Coimbra
610,C000611,46,Other,Faro
611,C000612,18,Other,Lisbon
612,C000613,47,Male,Braga
613,C000614,62,Female,Lisbon
614,C000615,45,Other,Porto
615,C000616,23,Male,Porto
616,C000617,32,Female,Faro
617,C000618,43,Other,Lisbon
618,C000619,16,Male,Braga
619,C000620,54,Other,Braga
620,C000621,45,Other,Porto
621,C000622,46,Male,Lisbon
622,C000623,55,Other,Coimbra
623,C000624,57,Female,Braga
624,C000625,37,Female,Lisbon
625,C000626,20,Other,Faro
626,C000627,57,Female,Lisbon
627,C000628,42,Other,Coimbra
628,C000629,37,Male,Braga
629,C000630,17,Male,Faro
630,C000631,37,Female,Braga
631,C000632,29,Other,Faro
632,C000633,18,Male,Coimbra
633,C000634,40,Other,Faro
634,C000635,34,Male,Faro
635,C000636,40,Male,Faro
636,C000637,57,Female,Porto
637,C000638,56,Male,Coimbra
638,C000639,44,Female,Faro
639,C000640,33,Other,Coimbra
640,C000641,20,Female,Braga
641,C000642,18,Female,Faro
642,C000643,25,Other,Porto
643,C000644,20,Female,Faro
644,C000645,64,Female,Porto
645,C000646,58,Male,Braga
646,C000647,61,Female,Coimbra
647,C000648,37,Male,Coimbra
648,C000649,65,Other,Braga
649,C000650,18,Male,Coimbra
650,C000651,19,Female,Faro
651,C000652,17,Female,Faro
652,C000653,63,Female,Porto
653,C000654,57,Other,Braga
654,C000655,17,Female,Faro
655,C000656,55,Other,Faro
656,C000657,17,Female,Braga
657,C000658,28,Other,Lisbon
658,C000659,36,Female,Faro
659,C000660,48,Other,Porto
660,C000661,21,Male,Coimbra
661,C000662,63,Female,Porto
662,C000663,32,Female,Faro
663,C000664,40,Female,Braga
664,C000665,49,Male,Coimbra
665,C000666,62,Male,Lisbon
666,C000667,17,Female,Coimbra
667,C000668,30,Female,Faro
668,C000669,36,Male,Porto
669,C000670,40,Other,Coimbra
670,C000671,51,Other,Porto
671,C000672,41,Male,Lisbon
672,C000673,67,Female,Braga
673,C000674,52,Other,Porto
674,C000675,65,Female,Braga
675,C000676,36,Male,Coimbra
676,C000677,37,Female,Coimbra
677,C000678,64,Female,Coimbra
678,C000679,50,Other,Porto
679,C000680,29,Other,Lisbon
680,C000681,60,Other,Lisbon
681,C000682,17,Male,Faro
682,C000683,31,Other,Lisbon
683,C000684,38,Other,Porto
684,C000685,23,Female,Porto
685,C000686,52,Female,Faro
686,C000687,20,Other,Braga
687,C000688,35,Male,Braga
688,C000689,29,Male,Coimbra
689,C000690,51,Female,Porto
690,C000691,64,Other,Coimbra
691,C000692,32,Female,Braga
692,C000693,38,Male,Lisbon
693,C000694,16,Female,Braga
694,C000695,28,Other,Faro
695,C000696,51,Male,Lisbon
696,C000697,60,Female,Coimbra
697,C000698,43,Female,Coimbra
698,C000699,58,Female,Porto
699,C000700,35,Other,Porto
700,C000701,22,Male,Faro
701,C000702,21,Other,Lisbon
702,C000703,48,Other,Coimbra
703,C000704,35,Male,Lisbon
704,C000705,31,Male,Faro
705,C000706,64,Male,Porto
706,C000707,21,Other,Braga
707,C000708,20,Male,Lisbon
708,C000709,56,Other,Faro
709,C000710,44,Other,Faro
710,C000711,60,Other,Lisbon
711,C000712,65,Male,Coimbra
712,C000713,68,Male,Faro
713,C000714,67,Male,Porto
714,C000715,18,Female,Faro
715,C000716,53,Male,Coimbra
716,C000717,45,Other,Porto
717,C000718,61,Male,Braga
718,C000719,36,Male,Faro
719,C000720,56,Male,Faro
720,C000721,64,Female,Braga
721,C000722,21,Other,Porto
722,C000723,51,Male,Faro
723,C000724,20,Male,Porto
724,C000725,54,Female,Braga
725,C000726,48,Female,Coimbra
726,C000727,25,Other,Coimbra
727,C000728,65,Male,Porto
728,C000729,43,Male,Porto
729,C000730,62,Male,Faro
730,C000731,62,Male,Braga
731,C000732,39,Other,Porto
732,C000733,17,Male,Lisbon
733,C000734,46,Female,Lisbon
734,C000735,51,Other,Coimbra
735,C000736,62,Male,Faro
736,C000737,23,Female,Porto
737,C000738,68,Male,Coimbra
738,C000739,52,Female,Braga
739,C000740,61,Male,Lisbon
740,C000741,45,Male,Faro
741,C000742,17,Other,Coimbra
742,C000743,42,Male,Coimbra
743,C000744,63,Male,Faro
744,C000745,67,Male,Porto
745,C000746,31,Male,Braga
746,C000747,16,Other,Lisbon
747,C000748,47,Male,Porto
748,C000749,42,Male,Coimbra
749,C000750,48,Female,Coimbra
750,C000751,33,Male,Porto
751,C000752,18,Female,Coimbra
752,C000753,61,Other,Lisbon
753,C000754,17,Other,Braga
754,C000755,29,Female,Faro
755,C000756,63,Other,Coimbra
756,C000757,16,Female,Lisbon
757,C000758,63,Male,Braga
758,C000759,52,Other,Braga
759,C000760,40,Female,Faro
760,C000761,48,Female,Faro
761,C000762,38,Male,Coimbra
762,C000763,42,Male,Faro
763,C000764,47,Other,Braga
764,C000765,46,Female,Porto
765,C000766,46,Other,Lisbon
766,C000767,41,Male,Lisbon
767,C000768,54,Other,Porto
768,C000769,21,Female,Porto
769,C000770,53,Female,Coimbra
770,C000771,57,Female,Faro
771,C000772,40,Female,Braga
772,C000773,68,Female,Braga
773,C000774,25,Other,Faro
774,C000775,29,Male,Faro
775,C000776,49,Other,Porto
776,C000777,62,Other,Braga
777,C000778,54,Male,Coimbra
778,C000779,25,Male,Coimbra
779,C000780,16,Female,Braga
780,C000781,38,Female,Braga
781,C000782,19,Male,Lisbon
782,C000783,39,Female,Lisbon
783,C000784,22,Male,Coimbra
784,C000785,53,Male,Braga
785,C000786,43,Female,Faro
786,C000787,68,Female,Faro
787,C000788,56,Other,Braga
788,C000789,44,Other,Porto
789,C000790,35,Female,Faro
790,C000791,68,Other,Braga
791,C000792,42,Female,Faro
792,C000793,22,Female,Lisbon
793,C000794,32,Other,Lisbon
794,C000795,24,Other,Braga
795,C000796,58,Female,Coimbra
796,C000797,30,Male,Braga
797,C000798,66,Male,Faro
798,C000799,60,Other,Braga
799,C000800,38,Other,Coimbra
800,C000801,61,Female,Faro
801,C000802,60,Other,Faro
802,C000803,21,Female,Porto
803,C000804,29,Male,Porto
804,C000805,29,Female,Porto
805,C000806,67,Female,Faro
806,C000807,35,Female,Faro
807,C000808,55,Other,Porto
808,C000809,41,Female,Faro
809,C000810,47,Male,Braga
810,C000811,50,Male,Lisbon
811,C000812,63,Male,Braga
812,C000813,30,Other,Faro
813,C000814,49,Male,Porto
814,C000815,18,Male,Coimbra
815,C000816,59,Female,Braga
816,C000817,16,Female,Braga
817,C000818,16,Male,Braga
818,C000819,42,Female,Coimbra
819,C000820,60,Other,Braga
820,C000821,46,Male,Lisbon
821,C000822,52,Other,Porto
822,C000823,50,Male,Lisbon
823,C000824,17,Male,Faro
824,C000825,46,Female,Lisbon
825,C000826,22,Female,Faro
826,C000827,16,Male,Braga
827,C000828,38,Other,Lisbon
828,C000829,48,Other,Coimbra
829,C000830,60,Other,Braga
830,C000831,62,Other,Faro
831,C000832,19,Female,Coimbra
832,C000833,18,Other,Braga
833,C000834,42,Other,Coimbra
834,C000835,28,Female,Faro
835,C000836,33,Other,Lisbon
836,C000837,40,Male,Faro
837,C000838,25,Female,Coimbra
838,C000839,65,Female,Lisbon
839,C000840,28,Female,Lisbon
840,C000841,20,Female,Coimbra
841,C000842,33,Other,Coimbra
842,C000843,16,Male,Porto
843,C000844,36,Other,Faro
844,C000845,25,Other,Porto
845,C000846,25,Female,Braga
846,C000847,23,Female,Porto
847,C000848,49,Male,Braga
848,C000849,67,Female,Lisbon
849,C000850,31,Male,Coimbra
850,C000851,17,Male,Porto
851,C000852,19,Male,Porto
852,C000853,37,Male,Faro
853,C000854,50,Male,Coimbra
854,C000855,69,Male,Braga
855,C000856,57,Male,Porto
856,C000857,62,Female,Faro
857,C000858,63,Male,Lisbon
858,C000859,69,Male,Lisbon
859,C000860,23,Male,Lisbon
860,C000861,31,Male,Lisbon
861,C000862,38,Other,Coimbra
862,C000863,43,Other,Braga
863,C000864,29,Other,Braga
864,C000865,50,Other,Lisbon
865,C000866,58,Other,Porto
866,C000867,45,Male,Lisbon
867,C000868,59,Other,Porto
868,C000869,28,Other,Braga
869,C000870,25,Other,Lisbon
870,C000871,58,Female,Coimbra
871,C000872,53,Female,Porto
872,C000873,37,Other,Braga
873,C000874,28,Male,Coimbra
874,C000875,44,Female,Braga
875,C000876,47,Female,Porto
876,C000877,61,Unknown,Lisbon
877,C000878,42,Other,Coimbra
878,C000879,60,Female,Porto
879,C000880,50,Female,Porto
880,C000881,34,Male,Lisbon
881,C000882,45,Other,Faro
